"","ID","YEARSEMESTRE","YEAR","SEMESTRE","DEP_NAC","COD_DEP_NAC","CIU_NAC","COD_CIU_NAC","LON_CIU_NAC","LAT_CIU_NAC","DEP_RES","COD_DEP_RES","CIU_RES","COD_CIU_RES","LON_CIU_RES","LAT_CIU_RES","CODS_NAC","CODN_NAC","NACIONALIDAD","EDAD_MOD","CAT_EDAD","SEXO","ESTRATO_ORIG","ESTRATO","DISCAPACIDAD","TIPO_DISC","MOD_INS","TIPO_INS","PAES","PEAMA","PAET","SNIES_SEDE","INS_SEDE_NOMBRE","PTOTAL","ADMITIDO","ADM_SEDE_NOMBRE","ADM_ANDINA_PEAMA","FACULTAD","FACULTAD_S","SNIES_PROGRA","PROGRAMA","PROGRAMA_S","AREAC_SNIES","CA_CINE","CD_CINE","AREA_CINE","TIPO_NIVEL","NIVEL","SNIES_UNIVERSIDAD","NOMBRE_UNIVERSIDAD","TITULOUNIVERSITARIO","MODALIDAD","ANNO_TERMINACION","RANGO_ANO_TERMINACION","TIPO_DOC","NOMBRE","COD_PADRE","PROGRAMA_2","ESTADO"
"1","32417",20192,2019,2,"HUILA",41,"PITALITO",41551,-76.0404004061,1.85414505113,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",469.4725,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2","1124313524",20241,2024,1,"PUTUMAYO",86,"SIBUNDOY",86749,-76.9212871804,1.2030862151,"PUTUMAYO",86,"SIBUNDOY",86749,-76.9212871804,1.2030862151,"COL",170,"Colombiana",16,"17 años o menos","Mujeres","Estrato 1","Estrato 2 o menos","No",NA,"Especial","PAET",NA,NA,NA,NA,"Universidad",355.7152,"No",NA,NA,"PAET-NA",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","TI","LINA SOFIA JURADO PANTOJA",NA,NA,NA
"3","3460",20192,2019,2,"ATLÁNTICO",8,"BARRANQUILLA",8001,-74.8187880943,10.9796493947,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",21,"21 a 25 años","Mujeres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",568.9452,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"4","66646",20171,2017,1,"SANTANDER",68,"PUENTE NACIONAL",68572,-73.6775097519,5.87819149232,"SANTANDER",68,"PUENTE NACIONAL",68572,-73.6775097519,5.87819149232,"COL",170,"Colombiana",16.31,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",460.0405,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"5","6459",20161,2016,1,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",17.16,"17 años o menos","Mujeres","Estrato 5","Estrato 4 o más","No","No aplica","Regular","Regular",NA,NA,NA,1102,"Medellín",554.0014,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"6","36805",20192,2019,2,"RISARALDA",66,"DOSQUEBRADAS",66170,-75.675182816,4.83463403327,"RISARALDA",66,"DOSQUEBRADAS",66170,-75.675182816,4.83463403327,"COL",170,"Colombiana",20,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",533.3622,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"7","16622",20092,2009,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,NA,NA,"Sin información",17.9527777777778,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",629.75,"Sí","Bogotá",NA,"Ciencias","Ciencias - Bogotá",34,"Geología","Geología - Bogotá","Matemáticas y ciencias naturales",5,532,"Ciencias naturales, matemáticas y estadística","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,34,"Geología","Activo"
"8","27444",20201,2020,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",448.6344,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"9","41648",20221,2022,1,"RISARALDA",66,"PEREIRA",66001,-75.7155099202,4.80888773215,"RISARALDA",66,"PEREIRA",66001,-75.7155099202,4.80888773215,"COL",170,"Colombiana",17,"17 años o menos","Mujeres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1103,"Manizales",714.6018,"Sí","Manizales",NA,"Ingeniería y arquitectura","Ingeniería y arquitectura - Manizales",4125,"Ingeniería química","Ingeniería química - Manizales","Ingeniería, arquitectura, urbanismo y afines",7,711,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,4125,"Ingeniería Química","Activo"
"10","26463",20151,2015,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",19.1555555555556,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",457.4435,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"11","1031647663",20231,2023,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Mujeres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",475.6354,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","TI","MARIANA  GARCIA PACHECO",NA,NA,NA
"12","13933",20162,2016,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,NA,"COL",170,"Colombiana",17.75,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No Aplica","Especial","PAES","Victimas del conflicto armado interno en Colombia",NA,NA,1101,"Bogotá",375.0948,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"13","64781",20141,2014,1,"TOLIMA",73,"IBAGUÉ",73001,-75.1963501468,4.4396307255,"TOLIMA",73,"IBAGUÉ",73001,-75.1963501468,4.4396307255,"COL",170,"Colombiana",16.66,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",408.6593,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"14","53133",20141,2014,1,"CUNDINAMARCA",25,"GIRARDOT",25307,-74.8104629426,4.30370548896,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16.64,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",465.2013,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"15","2877",20121,2012,1,"ANTIOQUIA",5,"LA CEJA",5376,-75.4216378862,6.03259036572,"ANTIOQUIA",5,"GUARNE",5318,-75.4400880378,6.27897889751,"COL",170,"Colombiana",16.6472222222222,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",456.672,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"16","47438",20121,2012,1,"BOYACÁ",15,"GARAGOA",15299,-73.3647669702,5.08228084885,"CUNDINAMARCA",25,"SOACHA",25754,-74.1949015405,4.58639001648,"COL",170,"Colombiana",20.0944444444444,"18 a 20 años","Hombres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",347.9784,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"17","40094",20171,2017,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"CUNDINAMARCA",25,"MOSQUERA",25473,-74.2282684727,4.71430462524,"COL",170,"Colombiana",18.22,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",605.7522,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"18","30046",20171,2017,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17.25,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",475.5873,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"19","20671",20141,2014,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17.48,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",291.4418,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"20","16462",20202,2020,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Hombres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",NA,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"21","12066",20211,2021,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18,"18 a 20 años","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",443.6933,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"22","1041324158",20231,2023,1,"ANTIOQUIA",5,"SAN VICENTE FERRER",5674,-75.3347960432,6.27940487148,"ANTIOQUIA",5,"SAN VICENTE FERRER",5674,-75.3347960432,6.27940487148,"COL",170,"Colombiana",18,"18 a 20 años","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",561.7002,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","CC","SANTIAGO  MARIN DUQUE",NA,NA,NA
"23","48033",20081,2008,1,"CUNDINAMARCA",25,"VERGARA",25862,-74.3454678068,5.11812063068,"CUNDINAMARCA",25,"TENJO",25799,-74.1434518171,4.87171577268,NA,NA,"Sin información",17.05,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",131.11,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"24","6771",20102,2010,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,NA,NA,"Sin información",22.5,"21 a 25 años","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",378.2717,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"25","19603",20212,2021,2,"VALLE DEL CAUCA",76,"CARTAGO",76147,-75.911513294,4.73852191576,"VALLE DEL CAUCA",76,"CARTAGO",76147,-75.911513294,4.73852191576,"COL",170,"Colombiana",19,"18 a 20 años","Mujeres","Estrato 1","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",556.9796,"Sí","Medellín",NA,"Minas","Minas - Medellín",119,"Ingeniería de petróleos","Ingeniería de petróleos - Medellín","Ingeniería, arquitectura, urbanismo y afines",7,724,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,119,"Ingeniería de Petróleos","Activo"
"26","50318",20091,2009,1,"NARIÑO",52,"PASTO",52001,-77.2782674539,1.21280859722,"NARIÑO",52,"PASTO",52001,-77.2782674539,1.21280859722,NA,NA,"Sin información",15.92,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",706.54,"Sí","Bogotá",NA,"Ciencias","Ciencias - Bogotá",36,"Química","Química - Bogotá","Matemáticas y ciencias naturales",5,531,"Ciencias naturales, matemáticas y estadística","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,36,"Química","Activo"
"27","41559",20081,2008,1,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,NA,NA,"Sin información",29.11,"26 o más años","Mujeres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",111.34,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"28","30424",20162,2016,2,"CUNDINAMARCA",25,"ZIPAQUIRÁ",25899,-73.9924030664,5.02348294157,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,NA,"COL",170,"Colombiana",18.13,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",NA,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"29","6526",20111,2011,1,"ANTIOQUIA",5,"Medellín",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,NA,NA,"Sin información",17.32,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",550.0576,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"30","1042250919",20241,2024,1,"ATLÁNTICO",8,"BARRANQUILLA",8001,-74.8187880943,10.9796493947,"ATLÁNTICO",8,"BARRANQUILLA",8001,-74.8187880943,10.9796493947,"COL",170,"Colombiana",17,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",686.2681,"Sí","Medellín",NA,"Minas","Minas - Medellín",123,"Ingeniería Química","Ingeniería Química - Medellín","Ingeniería, arquitectura, urbanismo y afines",7,711,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","TI","SAMUEL DAVID GOMEZ CORONADO",123,"Ingeniería Química","Activo"
"31","36478",20081,2008,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"CUNDINAMARCA",25,"SOACHA",25754,-74.1949015405,4.58639001648,NA,NA,"Sin información",17.53,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",94.19,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"32","10252",20202,2020,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",463.8462,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"33","9952",20162,2016,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,NA,"COL",170,"Colombiana",18.85,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",406.8872,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"34","24506",20191,2019,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",465.2853,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"35","2775",20161,2016,1,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",27.18,"26 o más años","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,1102,"Medellín",548.4561,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"36","3462",20172,2017,2,"ANTIOQUIA",5,"TARSO",5792,-75.8227902131,5.8654485824,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"COL",170,"Colombiana",17.46,"17 años o menos","Hombres","Estrato 1","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1102,"Medellín",385.54,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"37","26902",20142,2014,2,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,"COL",170,"Colombiana",17.2,"17 años o menos","Hombres","Estrato 4","Estrato 4 o más","No","No aplica","Regular","Regular",NA,NA,NA,1103,"Manizales",475.0904,"Sí","Manizales",NA,"Administración","Administración - Manizales",16911,"Administración de Empresas (Nocturno)","Administración de Empresas (Nocturno) - Manizales","Economía, administración, contaduría y afines",4,413,"Administración de empresas y derecho","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,16911,"Administración de Empresas (Nocturno)","Activo"
"38","63081",20171,2017,1,"NARIÑO",52,"SAN ANDRÉS DE TUMACO",52835,-78.789400969,1.75029972282,"NARIÑO",52,"SAN ANDRÉS DE TUMACO",52835,-78.789400969,1.75029972282,"COL",170,"Colombiana",21.57,"21 a 25 años","Mujeres","Estrato 1","Estrato 2 o menos","No","No Aplica","Especial","PEAMA",NA,"PEAMA - Tumaco",NA,9920,"Tumaco",NA,"No",NA,NA,"Dirección de sede",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"39","35529",20111,2011,1,"BOGOTÁ, D. C.",11,"Bogotá D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,NA,NA,"Sin información",18,"18 a 20 años","Mujeres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",357.3356,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"40","33053",20151,2015,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",15.0083333333333,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",563.1217,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"41","32314",20161,2016,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16.44,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",547.5894,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"42","7379",20141,2014,1,"ARAUCA",81,"ARAUCA",81001,-70.762773048,7.07773650197,"ARAUCA",81,"ARAUCA",81001,-70.762773048,7.07773650197,"COL",170,"Colombiana",18.01,"18 a 20 años","Mujeres","Estrato 1","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",427.4811,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"43","5684",20091,2009,1,"ANTIOQUIA",5,"RIONEGRO",5615,-75.3762557551,6.14622006041,"ANTIOQUIA",5,"RIONEGRO",5615,-75.3762557551,6.14622006041,NA,NA,"Sin información",16.79,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",468.87,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"44","2880",20122,2012,2,"ANTIOQUIA",5,"PUERTO BERRÍO",5579,-74.4046363087,6.4900665391,"ANTIOQUIA",5,"SABANETA",5631,-75.6153508751,6.15089231663,"COL",170,"Colombiana",23.5833333333333,"21 a 25 años","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",348.6645,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"45","2924",20102,2010,2,"ANTIOQUIA",5,"PUERTO NARE",5585,-74.5851321578,6.18204690082,"ANTIOQUIA",5,"PUERTO NARE",5585,-74.5851321578,6.18204690082,NA,NA,"Sin información",17.51,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",410.7702,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
